Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-28251,GRL|Chicken Burger|California,OK - GRILL KITCHEN DAY,Red,True,False,False,1492.2988812962246,25.732815518002965,3.320192596348997,216.57,6042.96,408.85,7.05,59.33,1655.61,0.91
R-51202,GRL|Chicken Burger|Garden Veg,OK - GRILL KITCHEN DAY,Yellow,False,True,False,933.0590449400167,18.652835976479704,2.162026031190844,124.41,3292.74,288.87,5.77,38.52,1019.42,0.67
R-50662,GRL|Chicken Burger|Greek,OK - GRILL KITCHEN DAY,Yellow,False,True,False,1209.4692460063295,20.689246146240976,2.4185571272120647,160.65,5147.59,322.53,5.52,42.84,1372.69,0.64
R-56454,GRL|Chicken Burger|Maui,OK - GRILL KITCHEN DAY,Yellow,False,True,False,982.8137155433312,18.353560534453504,2.2064089948428833,120.36,3065.49,260.0,4.86,31.84,810.98,0.58
R-43964,GRL|Chicken Burger|Thai Chili,OK - GRILL KITCHEN DAY,Yellow,False,True,False,733.360851094289,16.672709994667606,2.041391579935037,88.58,1428.87,244.45,5.56,29.53,476.29,0.68
R-50498,GRL|Crepe|Apple Cinnamon,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,370.33111483870994,1.3377250000000025,0.458584516129026,41.34,1008.87,161.01,0.58,17.97,438.64,0.2
R-55131,GRL|Crepe|Blueberry,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,440.8810772727276,2.040038898601401,0.6449575524475463,58.78,2873.26,191.69,0.89,25.56,1249.24,0.28
R-51146,GRL|Crepe|Ham and Swiss,OK - GRILL BRUNCH,Red,True,False,False,414.8427192246998,4.230722853468136,0.772783046020278,80.45,3420.07,331.87,3.38,64.36,2736.06,0.62
R-67745,GRL|Crepe|Mushroom Swiss,OK - GRILL BRUNCH,Red,True,False,False,416.6932334595752,4.281845654688269,0.8263060861829625,80.65,3472.68,301.95,3.1,58.44,2516.43,0.6
R-50569,GRL|Crepe|Nutella Banana,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,727.328672456576,1.4056923076923102,3.295471215880887,30.51,909.61,346.35,0.67,14.53,433.15,1.57
R-50570,GRL|Crepe|Rosemary Peach,OK - GRILL BRUNCH,Green,False,False,True,269.20597822580675,1.2018681818181842,0.397580813782985,29.69,899.24,153.83,0.69,16.97,513.85,0.23
R-28293,GRL|Crispy Chicken Strips,OK - GRILL KITCHEN DAY,Red,True,False,False,1244.7581142857143,30.44648571428571,3.4327542857142825,98.86,331.61,353.12,8.64,28.05,94.07,0.97
R-35015,GRL|French Fries,OK - GRILL KITCHEN DAY,Green,False,False,True,150.49935000000005,1.4398,0.3006099999999988,1.52,79.3,65.43,0.63,0.66,34.48,0.13
R-67979,GRL|Fries|Loaded,OK - FOOD TRUCK(Food),Green,False,False,True,518.1173073897369,4.5448494830656525,0.6809700687442626,43.71,2848.29,167.13,1.47,14.1,918.8,0.22
R-28291,GRL|Grilled Tomato,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,331.0929357142857,3.5579974489795925,0.1603234693877551,34.66,2016.45,367.88,3.95,38.51,2240.5,0.18
R-28254,GRL|GrilledCheese|3 Cheese Tom,OK - GRILL KITCHEN DAY,Red,True,False,False,1469.260682238502,14.025150354591164,1.9040583354116425,203.97,10265.45,469.41,4.48,65.17,3279.7,0.61
R-50669,GRL|GrilledCheese|Bacon Avo,OK - GRILL KITCHEN DAY,Red,True,False,False,1553.2866229976426,17.092509738911453,2.527948280130758,241.52,9851.41,609.13,6.7,94.71,3863.3,0.99
R-57405,GRL|GrilledCheese|Classic,OK - GRILL KITCHEN DAY,Red,True,False,False,1011.5577048599546,9.521405732520115,1.4338935049299548,139.01,6798.96,493.44,4.64,67.81,3316.57,0.7
R-71716,GRL|GrilledCheese|Jalapenos ,OK - GRILL KITCHEN DAY,Red,True,False,False,1050.017616359955,9.667516232520116,1.4662741549299547,140.54,6852.21,420.01,3.87,56.22,2740.88,0.59
R-67746,GRL|GrilledCheese|KimChi,OK - GRILL KITCHEN DAY,Red,True,False,False,1048.8777048599543,9.995405732520116,1.5718935049299547,142.28,6947.96,395.8,3.77,53.69,2621.87,0.59
R-72245,GRL|Guac Sausage & Egger,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,420.6920223742248,3.4004820153831448,0.7275182912236269,54.65,1648.28,204.22,1.65,26.53,800.14,0.35
R-72708,GRL|Halloumi|Avocado|Bagel,FT GRILL FREATURES,Yellow,False,True,False,719.3167635618064,6.783440981563157,1.3653207543669508,125.65,5631.74,306.09,2.89,53.47,2396.49,0.58
R-70683,GRL|Ham|Cheese|Bagel,FT GRILL FREATURES,Yellow,False,True,False,380.4655224949121,3.589790026124001,0.6883760029287898,72.64,2822.3,177.7,1.68,33.93,1318.22,0.32
R-47390,GRL|Meatball Sub,OK - GRILL KITCHEN DAY,Red,True,False,False,6721.372573214286,54.74950530612245,19.714880933673467,345.65,13676.44,2233.01,18.19,114.83,4543.67,6.55
R-53360,GRL|Pancake|BananaCaramel|2pc,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,394.6430715384615,2.795519051282051,1.0399749230769064,72.35,2299.68,96.45,0.68,17.68,562.04,0.25
R-50311,GRL|Pancake|Carrot Cake,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,588.461497253886,4.977049369602764,1.1444349533678653,94.8,3998.82,178.32,1.51,28.73,1211.76,0.35
R-50320,GRL|Pancake|Lemon Poppyseed,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,364.8944681818182,2.1798977272727273,0.8697877272727172,61.71,3163.26,121.63,0.73,20.57,1054.42,0.29
R-56489,GRL|Pancakes|Blueberry,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,430.8325772727273,2.3975869755244754,0.7578421678321577,60.16,2804.93,119.68,0.67,16.71,779.15,0.21
R-72455,GRL|Pancakes|Dulce de Leche,FT GRILL BREAKFAST,Green,False,False,True,160.11852196428572,1.3392330952380953,0.3450987392857065,31.23,1215.98,104.38,0.87,20.36,792.7,0.22
R-64676,GRL|Pancakes|Mixed Berry,OK - GRILL KITCHEN BRUNCH,Green,False,False,True,424.35830909090913,2.3918636363636363,0.7494718181818081,59.84,2793.57,117.88,0.66,16.62,775.99,0.21
R-50351,GRL|Pancakes|Oatmeal Raisin ,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,412.02354,2.128575,0.8213759999999926,165.1,2456.66,130.8,0.68,52.41,779.89,0.26
R-67817,GRL|Pancakes|Peach,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,382.0988072727273,2.421134090909091,0.7614720909090809,43.6,2132.89,106.14,0.67,12.11,592.47,0.21
R-67744,GRL|Pancakes|Sour Cherry,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,379.8782348876693,1.6051682986536109,0.5437450546847138,42.5,1286.66,105.52,0.45,11.81,357.41,0.15
R-12346,GRL|Pancakes|Straw Chocolate,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,640.8620680170043,2.619959965320277,1.587665291322814,87.26,2814.65,139.32,0.57,18.97,611.88,0.35
R-56488,GRL|Pancakes|Straw/Rhubarb,OK - GRILL KITCHEN BRUNCH,Green,False,False,True,408.1145072727273,2.506994090909091,0.7691950909090809,53.77,2540.68,113.37,0.7,14.94,705.74,0.21
R-12345,GRL|Pancakes|Strawberry,OK - GRILL KITCHEN BRUNCH,Green,False,False,True,425.1133737843552,2.3930773895627016,0.749886532769546,60.0,2800.12,118.09,0.66,16.67,777.81,0.21
R-50504,GRL|Philly Cheesesteak,OK - GRILL KITCHEN DAY,Red,True,False,False,4218.141313753598,34.712954785206236,12.403687865319377,243.57,9294.2,1392.13,11.46,80.39,3067.39,4.09
R-72889,GRL|Plant Based Meatball Sub,OK - GRILL KITCHEN DAY,Green,False,False,True,372.1025732142858,4.17700530612245,0.6643809336734652,67.29,2909.44,134.82,1.51,24.38,1054.14,0.24
R-35772,GRL|PotatoWedges,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,116.3769821409728,1.4222343111751148,0.1590830867313813,0.75,22.31,46.55,0.57,0.3,8.92,0.06
R-54875,GRL|Poutine|Original,OK - GRILL KITCHEN DAY,Yellow,False,True,False,863.3313499999999,8.968552352941177,1.1374099999999987,126.55,6527.32,215.83,2.24,31.64,1631.83,0.28
R-67976,GRL|Poutine|Paneer,OK - GRILL KITCHEN DAY,Yellow,False,True,False,1000.7312617796752,9.805059751399815,1.2658741688671595,132.29,7174.49,247.09,2.42,32.66,1771.48,0.31
R-55142,GRL|Salad|Baja ,OK - GRILL KITCHEN DAY,Green,False,False,True,419.5603421029844,2.6682111957846644,1.4631530154785264,38.23,2032.69,161.37,1.03,14.7,781.8,0.56
R-35313,GRL|Salad|Caesar,OK - GRILL KITCHEN DAY,Yellow,False,True,False,358.2827671645201,3.007767445153413,0.8121319320484343,45.45,2141.41,210.14,1.76,26.66,1255.96,0.48
R-34864,GRL|Salad|Chef,OK - GRILL KITCHEN DAY,Yellow,False,True,False,652.8975182799453,10.483762282469216,1.2222258324141668,92.19,3143.06,285.11,4.58,40.26,1372.52,0.53
R-61740,GRL|Salad|Chop Chop,OK - GRILL KITCHEN DAY,Yellow,False,True,False,342.5568289013287,2.7449005535238173,1.1135951402682027,33.71,1661.69,171.28,1.37,16.86,830.84,0.56
R-50574,GRL|Salad|Cobb,OK - GRILL BRUNCH,Red,True,False,False,764.2450788982424,13.87339937240419,1.6757738936104685,103.76,2738.95,339.66,6.17,46.12,1217.31,0.74
R-61656,GRL|Salad|Kale Caesar,OK - GRILL KITCHEN DAY,Yellow,False,True,False,278.09721832260834,2.236808895323896,0.7407390542923848,29.75,1351.72,184.78,1.49,19.77,898.15,0.49
R-56461,GRL|Salad|Nicoise,OK - GRILL BRUNCH,Green,False,False,True,434.0264063796578,4.133375964908495,1.1425954797291829,68.97,1190.67,180.84,1.72,28.74,496.11,0.48
R-43677,GRL|Salad|Santa Fe,OK - GRILL KITCHEN DAY,Green,False,False,True,271.9996588786978,1.8407943926362451,1.005973858058551,21.17,887.35,106.67,0.72,8.3,347.98,0.39
R-43746,GRL|Salad|Signature,OK - GRILL KITCHEN DAY,Green,False,False,True,201.96540423943577,1.5740552452705725,0.4226465940022103,22.73,1183.79,93.94,0.73,10.57,550.6,0.2
R-57819,GRL|Salad|Spicy Caesar,OK - GRILL KITCHEN DAY,Yellow,False,True,False,312.4357448287013,2.641475590873575,0.7593084232650064,37.92,1758.48,188.78,1.6,22.91,1062.53,0.46
R-56491,GRL|Sandwich|Bahn Mi,OK - GRILL KITCHEN DAY,Yellow,False,True,False,740.7586263514261,14.517808296269031,1.7846481517577562,86.03,1466.75,251.1,4.92,29.16,497.2,0.6
R-28281,GRL|Sandwich|Breakfast,OK - GRILL KITCHEN BREAKFAST,Red,True,False,False,1096.4775320365404,12.29447921298667,2.7455016718526526,184.1,6005.15,488.41,5.48,82.0,2674.9,1.22
R-61739,GRL|Sandwich|Chicken Crunch,OK - GRILL KITCHEN DAY,Yellow,False,True,False,617.6227285720563,11.789703332691923,1.609223386399409,73.5,1361.15,233.07,4.45,27.74,513.64,0.61
R-56458,GRL|Sandwich|Crispy Fish,OK - GRILL KITCHEN DAY,Yellow,False,True,False,1023.2970829318772,13.190015267970823,1.6669528281090218,300.04,2619.29,314.86,4.06,92.32,805.94,0.51
R-56508,GRL|Sandwich|Cubano,OK - GRILL KITCHEN DAY,Red,True,False,False,1419.690366323159,16.47892574113691,2.946889321413141,257.98,8832.47,527.77,6.13,95.9,3283.45,1.1
R-56456,GRL|Sandwich|Monte Cristo,OK - GRILL KITCHEN DAY,Yellow,False,True,False,677.5477650570924,9.976444321492467,1.198803321925935,105.2,3765.54,294.59,4.34,45.74,1637.19,0.52
R-50491,GRL|Sandwich|Reuben,OK - GRILL KITCHEN DAY,Red,True,False,False,5036.223172804816,40.827514049362,13.763576225953292,259.62,10728.04,2143.07,17.37,110.48,4565.12,5.86
R-56924,GRL|Sandwich|Shrimp,OK - GRILL KITCHEN DAY,Yellow,False,True,False,1277.216273147414,5.571623616527113,1.5147836812204347,108.94,3883.47,464.44,2.03,39.61,1412.17,0.55
R-56493,GRL|Sandwich|Tuna Melt,OK - GRILL KITCHEN FEATURES,Yellow,False,True,False,631.3265401666097,6.980798055209578,0.8964705305439825,140.51,3468.78,296.4,3.28,65.97,1628.54,0.42
R-55743,GRL|Sandwich|Turkey Breakfast2,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,390.25029709348,6.72958301133374,1.000980888365246,63.58,1587.23,205.94,3.55,33.55,837.59,0.53
R-28232,GRL|Sausage & Egg Bfast Sand,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,496.0117643929464,4.812713334024152,1.2575304029959642,78.34,2891.83,245.55,2.38,38.78,1431.6,0.62
R-28286,GRL|Scrambled Eggs,OK - GRILL KITCHEN BREAKFAST,Red,True,False,False,542.7976995798319,9.00293742496999,1.0193727490996398,93.08,2738.48,434.24,7.2,74.46,2190.78,0.82
R-73874,GRL|Tofu Scramble,OK - GRILL KITCHEN BREAKFAST,Green,False,False,True,270.68383750000004,0.71346875,0.7194562499999999,1.5,50.83,216.55,0.57,1.2,40.66,0.58
R-57461,GRL|Turkey Sausage (1 pc),OK - GRILL KITCHEN BREAKFAST,Red,True,False,False,329.9700824925207,8.760002190000549,0.863250215812554,27.77,25.01,439.96,11.68,37.03,33.35,1.15
R-72409,GRL|Veg Breakfast Wrap,OK - GRILL KITCHEN BREAKFAST,Yellow,False,True,False,849.9880810548799,11.646325012631433,2.3551095965653426,141.21,4234.28,247.09,3.39,41.05,1230.9,0.68
R-35655,GRL|Veg Burger|Portobello,OK- VEGETARIAN KITCHEN FEATURE,Yellow,False,True,False,656.828340793651,4.918500498866215,1.8682164104308303,88.57,3638.15,216.06,1.62,29.13,1196.76,0.61
R-72898,Mexican|Fruit|Bowl|LM,OK - SQUARE MEAL,Yellow,False,True,False,491.28364819216506,2.063698105637031,0.5948323492640805,25.13,2416.44,251.94,1.06,12.89,1239.2,0.31
R-69076,PB|Cauli Spice Burger|VEGAN,FEAST,Yellow,False,True,False,599.8455022694446,4.840930401959548,1.7592575109360082,81.18,3334.84,171.73,1.39,23.24,954.73,0.5
R-69077,PB|Faux Real Burger|VEGAN,FEAST,Yellow,False,True,False,717.1412906728061,4.6095220706270155,1.843603688607077,76.32,3094.47,205.31,1.32,21.85,885.91,0.53
R-50376,Pistachio|Crusted|Halibut,OK - SQUARE MEAL,Yellow,False,True,False,1261.766992114288,14.774388386364627,2.0899377652263675,241.21,4162.63,273.41,3.2,52.27,901.98,0.45
R-72895,Pistachio|Crusted|Tofu,OK - SQUARE MEAL,Green,False,False,True,518.1088692682273,2.6025585580052386,1.2185954261819727,71.67,1155.61,139.09,0.7,19.24,310.23,0.33
R-73268,SALAD|Charred Corn,OK - FLEX KITCHEN,Green,False,False,True,245.85157249345767,1.4772477769208343,0.9940077178256604,11.39,424.8,114.35,0.69,5.3,197.58,0.46
R-73267,SALAD|Crispy Chickpea,OK - FLEX KITCHEN,Green,False,False,True,377.5015057400077,1.836638890477889,1.6258246892626829,28.71,922.15,132.46,0.64,10.07,323.56,0.57
R-73270,SALAD|Edamame Mandarin,OK - FLEX KITCHEN,Green,False,False,True,263.8311561545549,1.4244381917791575,1.075916904792701,20.57,1044.02,107.69,0.58,8.4,426.13,0.44
R-73277,SALAD|Farro Greek,OK - FLEX KITCHEN,Green,False,False,True,311.37033730597517,2.32140705125092,0.7658838372063304,46.74,1929.45,159.68,1.19,23.97,989.46,0.39
R-73287,SALAD|French Lentil Broccoli,OK - FLEX KITCHEN,Yellow,False,True,False,311.8455737426531,1.405633253165642,1.1188429442695036,33.93,2192.01,155.92,0.7,16.96,1096.01,0.56
R-56901,SALAD|Green Papaya,OK - SQUARE MEAL,Green,False,False,True,165.37806588742555,1.189303154606198,0.3871733873820105,23.1,1520.17,79.89,0.57,11.16,734.38,0.19
R-73292,SALAD|OK Cobb,OK - FLEX KITCHEN,Green,False,False,True,318.3734029466119,4.1355292801051515,0.5428409624378081,44.4,1508.03,127.35,1.65,17.76,603.21,0.22
R-73274,SALAD|Sweet Potato Kale,OK - FLEX KITCHEN,Yellow,False,True,False,454.2676852170263,3.144727979521904,1.390127458158917,38.07,1847.32,211.29,1.46,17.71,859.22,0.65
R-67823,SALAD|UBC Farm Root Veg,OK - SIDES,Yellow,False,True,False,392.94818678347855,3.133576089905082,0.757963345854376,59.17,3323.96,218.3,1.74,32.87,1846.64,0.42
R-60769,SALAD|Watermelon & Feta,OK - SQUARE MEAL,Green,False,False,True,259.36026587946066,2.219375111250362,0.436445447238926,27.69,1357.93,152.56,1.31,16.29,798.78,0.26
R-68023,SAMOSA|Breakfast,OK - SIDES,Green,False,False,True,101.27,1.135,0.0,25.02,788.06,101.27,1.14,25.02,788.06,0.0
R-54377,SANDWICH|Avo BLT ,OK - SANDWICH KITCHEN,Red,True,False,False,1278.554978385245,17.03045905212116,2.6978089664292293,234.31,7262.7,421.61,5.62,77.27,2394.92,0.89
R-60554,SANDWICH|BBQ Pulled Pork,OK - FOOD TRUCK(Food),Red,True,False,False,2293.101601504586,29.20342694887609,4.981647786834416,405.68,12238.7,580.53,7.39,102.7,3098.41,1.26
R-73247,Sandwich|Black Bean Mushroom,OK - SANDWICH KITCHEN,Yellow,False,True,False,926.8608256069306,3.0066009005669536,3.741613245221952,46.22,1445.56,312.07,1.01,15.56,486.72,1.26
R-68143,SANDWICH|Chicken Caesar Wrap,OK - SANDWICH KITCHEN EVENTS,Yellow,False,True,False,943.7357717000484,16.82261503020502,2.526879271904162,113.94,2821.62,294.92,5.26,35.61,881.76,0.79
R-68083,SANDWICH|Chicken Salad,OK - SANDWICH KITCHEN,Yellow,False,True,False,606.2194613765826,10.984085609778814,1.919108725612069,62.52,986.5,336.79,6.1,34.73,548.06,1.07
R-68078,SANDWICH|Chickpea Salad,OK - SANDWICH KITCHEN,Yellow,False,True,False,444.67808597443315,1.9466481858712652,2.6024817863644536,27.75,867.21,222.34,0.97,13.87,433.6,1.3
R-68121,SANDWICH|Chutney Grill Cheese,OK - GRILL KITCHEN DAY,Red,True,False,False,1011.5577048599546,9.723905732520114,1.4338935049299548,139.62,6833.0,430.45,4.14,59.41,2907.66,0.61
R-61852,SANDWICH|Clubhouse,OK - SANDWICH KITCHEN,Red,True,False,False,759.9240964837477,9.122671615629894,1.1484422209579153,89.83,2955.3,448.33,5.38,53.0,1743.54,0.68
R-71946,SANDWICH|Egg Salad,OK - SANDWICH KITCHEN,Yellow,False,True,False,2056.761204636756,21.20685474254238,6.211178118323541,537.66,16568.82,154.3,1.59,40.34,1243.01,0.47
R-68079,SANDWICH|Falafel,OK - SANDWICH KITCHEN,Yellow,False,True,False,250.49481335262985,1.279862880119963,1.0591209909389048,39.78,2260.85,158.04,0.81,25.1,1426.4,0.67
R-61321,SANDWICH|Grilled Veg,OK - SANDWICH KITCHEN EVENTS,Yellow,False,True,False,449.7850489603174,3.912840272675737,1.0307870580498766,79.96,3252.72,187.41,1.63,33.32,1355.3,0.43
R-68076,SANDWICH|Ham & Cheese,OK - SANDWICH KITCHEN,Yellow,False,True,False,542.6937049898243,4.427800052248003,1.2939400058575914,87.41,3594.89,317.36,2.59,51.12,2102.27,0.76
R-73410,SANDWICH|Ham Cheese Bagel,OK - SANDWICH KITCHEN,Yellow,False,True,False,550.3062049898252,4.501800052248013,1.318390005857594,89.5,3659.0,312.67,2.56,50.85,2078.98,0.75
R-73430,SANDWICH|Italian Panini,OK - FLEX KITCHEN,Red,True,False,False,2049.5127252138886,19.76250810277778,4.664378668611091,302.16,10740.61,683.11,6.59,100.71,3579.91,1.55
R-68075,SANDWICH|Tofu Bahn Mi,OK - SANDWICH KITCHEN,Green,False,False,True,533.6757792091801,3.023749479905396,1.4748302158647075,49.04,1503.82,180.91,1.02,16.62,509.77,0.5
R-73190,SANDWICH|Tomato Bocconcini,OK - SANDWICH KITCHEN,Red,True,False,False,782.9337266666665,8.136486666666666,0.9932113333333284,137.65,6707.96,371.06,3.86,65.24,3179.13,0.47
R-61854,SANDWICH|Turkey Pear & Brie,FT SWEETGREEN,Red,True,False,False,782.5430730148469,10.51915503230188,1.317478359982225,107.26,4264.96,342.54,4.6,46.95,1866.87,0.58
R-57362,SIDE|Ginger Broccoli,OK - SQUARE MEAL,Green,False,False,True,99.13324293506494,1.3926288311688313,0.3660663584415584,9.06,417.95,82.61,1.16,7.55,348.29,0.31
R-61620,SIDE|Onion Rings,SPECIALS,Green,False,False,True,27.135,0.711,0.0477,0.17,5.13,30.15,0.79,0.19,5.7,0.05
R-41308,SOUP|Miso Ramen with Egg,OK - GLOBAL KITCHEN ,Green,False,False,True,780.3675513230213,11.200794558748456,1.6476878548646257,118.66,3503.17,120.57,1.73,18.33,541.24,0.25
R-51285,SQR|3BeanChili 300g,OK - SQUARE MEAL,Yellow,False,True,False,528.2005984181072,3.883582477518471,2.494984005920544,42.96,1745.55,176.07,1.29,14.32,581.85,0.83
R-57340,SQR|Bangers & Mash+1,OK - SQUARE MEAL,Red,True,False,False,2261.4798750050277,29.191045854787117,5.226146368491513,378.24,11590.2,544.93,7.03,91.14,2792.82,1.26
R-70606,SQR|BBQ Pork Chop,OK - SQUARE MEAL,Red,True,False,False,1803.7295606468117,23.400274858731073,3.8592009392676623,312.54,9410.74,644.19,8.36,111.62,3360.98,1.38
R-38628,SQR|Braised Brisket+1,OK - SQUARE MEAL,Red,True,False,False,6692.179591030623,52.45511180459077,20.010564076766418,266.95,10122.54,2331.77,18.28,93.01,3527.02,6.97
R-59120,SQR|Braised Miso Daikon +1,OK - SQUARE MEAL,Green,False,False,True,243.63004136554872,2.013243647669764,0.4949442181825577,74.89,539.64,101.51,0.84,31.2,224.85,0.21
R-68133,SQR|Bulgogi Meatloaf,OK - SQUARE MEAL,Red,True,False,False,2274.7892515320887,17.782363369580878,7.138436236624188,92.05,3452.53,968.0,7.57,39.17,1469.16,3.04
R-37050,SQR|Butter Chicken+1,OK - SQUARE MEAL,Yellow,False,True,False,554.0363922277207,8.542055563051015,1.0334059318669129,116.22,1117.05,220.51,3.4,46.26,444.6,0.41
R-57165,SQR|Cabbage & Apple|Side,OK - SQUARE MEAL,Green,False,False,True,154.13687883116884,1.3433376419294991,0.4066222306122449,20.28,386.48,114.18,1.0,15.02,286.28,0.3
R-71957,SQR|Cauliflower n Grits,OK - SQUARE MEAL,Yellow,False,True,False,639.5745303248401,3.7067520718608247,1.6449612874284307,25.64,2342.21,266.49,1.54,10.68,975.92,0.69
R-60514,SQR|Cauliflower Taco|,OK - SQUARE MEAL,Green,False,False,True,260.0091669434829,1.86765751052617,0.7101610991987098,31.76,1252.3,131.98,0.95,16.12,635.69,0.36
R-51314,SQR|Chayote Salad Tostadas+1,OK - SQUARE MEAL,Green,False,False,True,349.28246801791465,2.7931394461454104,0.9630833679596658,33.96,1577.36,167.12,1.34,16.25,754.72,0.46
R-72697,SQR|Chermoula Salmon,OK - SQUARE MEAL,Yellow,False,True,False,806.5764459019608,9.209519263305324,1.674444891316522,214.74,2198.42,343.22,3.92,91.38,935.5,0.71
R-57710,SQR|Chicken Cacciatore +1,OK - SQUARE MEAL,Green,False,False,True,454.50807383294784,4.254232392485138,1.1971606869042324,61.67,2586.58,116.54,1.09,15.81,663.23,0.31
R-61771,SQR|Chicken Pot Pie + 1,OK - SQUARE MEAL,Red,True,False,False,4626.2290182754805,73.51500680683547,11.211123129216093,270.57,9287.9,1078.38,17.14,63.07,2165.01,2.61
R-61683,SQR|Chorizo Dog,OK - SQUARE MEAL,Red,True,False,False,621.7974086538492,7.2140076923077325,1.2686624999999974,104.57,3145.53,409.41,4.75,68.85,2071.13,0.84
R-62639,SQR|Citrus Mushroom Skewer +1,OK - SQUARE MEAL,Green,False,False,True,269.5545720157221,2.0827620506739306,0.4490433788543911,98.87,1882.63,154.09,1.19,56.52,1076.23,0.26
R-62631,SQR|Citrus Soy Pork Skewer +1,OK - SQUARE MEAL,Red,True,False,False,1008.846520867915,11.925035402424337,2.0130700746076404,238.2,5966.6,480.57,5.68,113.47,2842.2,0.96
R-61761,SQR|Corn Fritters + 1,OK - SQUARE MEAL,Yellow,False,True,False,1011.5395449855567,11.10063382395204,2.02346298643245,128.19,4720.18,202.11,2.22,25.61,943.09,0.4
R-58657,SQR|Dahl & Cauliflower Rice+1,OK - SQUARE MEAL,Green,False,False,True,293.7579775038354,2.107543249855157,1.6546518759418014,10.11,371.44,103.8,0.74,3.57,131.25,0.58
R-60810,SQR|Feta Spinach Tart +1,OK - SQUARE MEAL,Green,False,False,True,507.9878952768048,5.487536463091063,0.9226573544139922,84.8,3742.2,153.94,1.66,25.7,1134.0,0.28
R-38664,SQR|Greek Chicken Skewer +1,OK - SQUARE MEAL,Green,False,False,True,454.4831527402448,8.056147395474843,1.0305262450479342,34.75,741.29,169.58,3.01,12.97,276.6,0.38
R-62506,SQR|Grilled Tofu with Salsa,OK - SQUARE MEAL,Green,False,False,True,240.78709293272144,0.8942520248601229,0.5103582290088061,4.0,138.0,166.06,0.62,2.76,95.17,0.35
R-73212,SQR|King Oyster & Grits,OK - SQUARE MEAL,Yellow,False,True,False,565.7496343385681,3.3760105703593233,1.305283569710713,23.65,2132.16,235.73,1.41,9.85,888.4,0.54
R-43922,SQR|Laksa Tofu ,OK - SQUARE MEAL,Green,False,False,True,578.4293057553382,1.6322451833892735,0.7311887921659643,91.31,471.64,167.66,0.47,26.47,136.71,0.21
R-45134,SQR|Lentil Loaf|Vegan,OK - SQUARE MEAL,Green,False,False,True,370.8846431687147,1.9297434897570789,1.475037334827255,53.18,2321.76,137.36,0.71,19.7,859.91,0.55
R-56501,SQR|Mac & Aged Cheddar,OK - SQUARE MEAL,Yellow,False,True,False,626.701706161893,6.477631795733145,0.934079066664696,119.26,5590.23,250.68,2.59,47.7,2236.09,0.37
R-73452,SQR|Meatloaf 24,OK - SQUARE MEAL,Red,True,False,False,3780.10242178636,31.942794123913853,11.052482341060667,206.65,7141.18,2520.07,21.3,137.77,4760.79,7.37
R-61292,SQR|Mushroom Ravioli +1,OK - SQUARE MEAL,Yellow,False,True,False,664.6035260571283,4.518405913784354,1.30924334724247,84.05,3978.77,239.93,1.63,30.34,1436.38,0.47
R-35735,SQR|MushroomBao,OK - SQUARE MEAL,Green,False,False,True,88.76826774969365,0.874264473188098,0.2173838019241651,5.85,235.37,102.98,1.01,6.79,273.05,0.25
R-42358,SQR|PaneerTikaMasala,OK - SQUARE MEAL,Yellow,False,True,False,641.3922027152863,4.739089723348901,0.9103261981679648,142.61,3539.1,198.88,1.47,44.22,1097.4,0.28
R-55166,SQR|Pasta Bar w Protien,OK - SQUARE MEAL,Red,True,False,False,1599.3640194335635,22.86364647392937,3.253666007995479,245.43,7883.85,396.86,5.67,60.9,1956.29,0.81
R-61622,SQR|PASTA|Beef Lasagna,OK - SQUARE MEAL,Red,True,False,False,2494.70674921875,20.619385253906252,7.134570410156248,147.8,6031.65,1247.35,10.31,73.9,3015.82,3.57
R-61701,SQR|Peri Peri Chicken +1,OK - SQUARE MEAL,Yellow,False,True,False,1068.1934057678,23.536127466464745,3.333777815973555,77.73,412.63,305.2,6.72,22.21,117.89,0.95
R-57809,SQR|Perogy & Smokie +1,OK - SQUARE MEAL,Red,True,False,False,1317.7341489998064,13.430162768932556,1.7395813556987714,183.74,7769.67,419.66,4.28,58.52,2474.42,0.55
