Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-56454,GRL|Chicken Burger|Maui|AAD,GV GRILL DAY,Red,True,False,False,1449.480487742561,26.693380354010568,3.874930508313279,153.82,3708.73,350.96,6.46,37.24,898.0,0.94
R-45150,GRL|Chicken Burger|Shoyu|AAD,GV GRILL DAY,Yellow,False,True,False,968.640206981578,19.831505051095174,2.8081414908887403,102.71,1654.74,293.53,6.01,31.12,501.44,0.85
R-72077,GRL|Chicken Burger|Teri|AAD,GV GRILL DAY,Red,True,False,False,1230.332287742561,24.518480354010567,3.611250508313278,117.83,1858.46,341.76,6.81,32.73,516.24,1.0
R-43964,GRL|ChickenBur|Thai Chili|AAD,GV GRILL DAY,Red,True,False,False,1024.5247169733666,22.962504657480597,2.8184590024868106,108.2,1373.15,353.28,7.92,37.31,473.5,0.97
R-52133,GRL|Chili Dog|AAD,SPECIALS,Red,True,False,False,568.2457648271054,5.433470338223701,1.3423010799297617,86.25,4019.93,330.38,3.16,50.15,2337.17,0.78
R-70292,GRL|DB Cheese Bagel Melt|AAD,GV GRILL DAY,Red,True,False,False,868.4243891622677,8.975677945986966,1.3717449531590675,169.17,7730.25,410.8,4.25,80.02,3656.69,0.65
R-38256,GRL|Egg Any Style,GV - GRILL BREAKFAST,Red,True,False,False,138.50621906543788,2.0215987446857957,0.3094567369510775,20.9,614.59,362.11,5.29,54.64,1606.77,0.81
R-36654,GRL|Egg|Scrambled|AAD,GV - GRILL BREAKFAST,Red,True,False,False,542.7976995798319,9.00293742496999,1.0193727490996398,93.08,2738.48,434.24,7.2,74.46,2190.78,0.82
R-53788,GRL|English Muffin Sand|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,416.2018622500891,4.57778032382007,0.9864630968735152,76.05,2759.45,301.6,3.32,55.11,1999.6,0.71
R-53150,GRL|French Toast (2) Special,SPECIALS,Green,False,False,True,342.3619439450192,2.2161131216001864,0.8793102053800474,65.15,1851.08,136.94,0.89,26.06,740.43,0.35
R-71966,GRL|French Toast Banana |AAD,GV GRILL BRUNCH,Yellow,False,True,False,337.03743995037223,2.684911761786601,0.7548543573200992,25.88,760.59,257.28,2.05,19.76,580.6,0.58
R-69126,GRL|French Toast Black|AAD,GV GRILL BRUNCH,Yellow,False,True,False,263.025318367347,2.5396724489795917,0.6493663265306122,34.53,1106.88,285.9,2.76,37.53,1203.13,0.71
R-68973,GRL|French Toast Raz |AAD,GV GRILL BRUNCH,Yellow,False,True,False,274.24074,2.564675,0.6511339999999999,37.97,1246.07,298.09,2.79,41.27,1354.42,0.71
R-49404,GRL|French Toast straw |AAD,GV GRILL BRUNCH,Yellow,False,True,False,437.9462091836771,4.938650510204117,0.932967448979594,80.32,2653.7,245.35,2.77,45.0,1486.67,0.52
R-70675,GRL|French Toast|BlueBerry|AAD,GV GRILL BRUNCH,Yellow,False,True,False,277.96807792207795,2.5591785714285713,0.6611580519480519,36.94,1202.84,302.14,2.78,40.15,1307.43,0.72
R-70676,GRL|French Toast|mangopin|AAD,GV GRILL BRUNCH,Yellow,False,True,False,225.7025,2.5478,0.6163899999999999,25.87,758.07,248.02,2.8,28.43,833.04,0.68
R-72829,GRL|fries|Waffle|AAD ,GV GRILL DAY,Green,False,False,True,115.9815,1.0645,0.2418999999999989,1.23,66.02,57.99,0.53,0.62,33.01,0.12
R-50669,GRL|Grilled CheeGRse|B avo|AAD,GV GRILL FEATURE,Red,True,False,False,1177.275316829343,13.752259677735344,2.0520658311884743,205.6,8047.45,585.71,6.84,102.29,4003.71,1.02
R-50668,GRL|Grilled Cheese|Jalap|AAD,GV GRILL FEATURE,Red,True,False,False,751.8033927420814,7.771379946617997,1.034042864422711,127.78,6215.04,375.9,3.89,63.89,3107.52,0.52
R-68406,GRL|Grilled Cheese|kimchi|AAD,GV GRILL FEATURE,Red,True,False,False,745.6789137776801,7.620602438527382,1.04370580940653,125.45,6145.64,392.46,4.01,66.03,3234.55,0.55
R-36139,GRL|GrilledCheese|Classic|AAD,GV GRILL DAY,Red,True,False,False,792.5606846110134,8.02226910519405,1.1854662260731923,141.76,6620.8,521.85,5.28,93.34,4359.37,0.78
R-70493,GRL|GrilledCheese|Ham|AAD,GV GRILL FEATURE,Red,True,False,False,737.3687471110135,7.522985771860715,0.9976424760731964,125.67,6127.45,444.2,4.53,75.7,3691.23,0.6
R-70295,GRL|Ham&Cheese Scramble|AAD,GV - GRILL BREAKFAST,Red,True,False,False,757.6585114561158,11.423070421236924,1.3130593649930136,130.42,4558.76,485.68,7.32,83.6,2922.28,0.84
R-72133,GRL|Herb&Vegetable|Hash|AAD,SPECIALS,Green,False,False,True,200.15349354380172,3.2154149090501885,0.3856119827603747,27.63,855.07,166.79,2.68,23.02,712.56,0.32
R-70016,GRL|Justegg|omellet,SPECIALS,Yellow,False,True,False,385.4655273667134,6.3346613960926526,0.7340802467221972,65.47,1940.62,220.27,3.62,37.41,1108.93,0.42
R-69609,GRL|Lions mane Burger|Cajn|AAD,GV GRILL FEATURE,Green,False,False,True,325.59064263091227,2.189017429313696,1.094692557526667,44.02,1447.35,109.89,0.74,14.86,488.48,0.37
R-70697,GRL|Mexi Scramble|AAD,GV - GRILL BREAKFAST,Red,True,False,False,615.4040585759894,9.97773472742954,1.108430104215743,101.89,3150.59,332.65,5.39,55.08,1703.02,0.6
R-68108,GRL|Pancakes|apple cin|AAD(1),GV - GRILL BREAKFAST,Green,False,False,True,147.276456,0.528135,0.2864819999999976,17.57,373.24,89.26,0.32,10.65,226.21,0.17
R-55513,GRL|Pancakes|Banana|AAD (1),SPECIALS,Green,False,False,True,271.8761961538462,1.5818615384615382,0.6258351923076851,39.9,1878.13,108.75,0.63,15.96,751.25,0.25
R-68119,GRL|Pancakes|Blackberry (2ea),GV - GRILL BREAKFAST,Green,False,False,True,147.02474103673467,0.7105322448979592,0.3423165526530564,20.66,619.14,89.07,0.43,12.52,375.1,0.21
R-36646,GRL|Pancakes|Blueberry|AAD,GV - GRILL BREAKFAST,Green,False,False,True,258.56955584415584,0.8816571428571429,0.4124061038960991,42.96,1507.82,114.92,0.39,19.09,670.14,0.18
R-70013,GRL|Pancakes|chocochip|AAD,GV - GRILL BREAKFAST,Green,False,False,True,192.618,1.1544,0.4889699999999921,33.22,1003.09,98.78,0.59,17.04,514.41,0.25
R-70674,GRL|Pancakes|mangoPine|AAD,GV - GRILL BREAKFAST,Green,False,False,True,168.473,0.8454,0.3777699999999951,20.82,618.68,78.36,0.39,9.68,287.76,0.18
R-72777,GRL|Pancakes|Raseberry|AAD,GV - GRILL BREAKFAST,Green,False,False,True,171.76350000000002,0.7509,0.3527699999999952,26.7,862.12,95.42,0.42,14.83,478.96,0.2
R-68099,GRL|Pancakes|Strawberry|AAD ,GV - GRILL BREAKFAST,Green,False,False,True,185.65531836734692,0.7852010204081633,0.3664548979591788,28.66,934.4,82.51,0.35,12.74,415.29,0.16
R-53419,GRL|Plant base pepper dog|AAD,SPECIALS,Green,False,False,True,369.1956436714552,1.8796194344864317,1.1623813884218,22.35,693.83,171.72,0.87,10.4,322.71,0.54
R-44775,GRL|Poutine|Classic|AAD,GV GRILL DAY,Yellow,False,True,False,864.9025005357142,8.973747908163265,1.142684744897958,126.57,6528.04,216.23,2.24,31.64,1632.01,0.29
R-57094,GRL|Poutine|Jalepeno|AAD,GV GRILL DAY,Yellow,False,True,False,696.7525005357143,7.273392283163266,0.957284744897958,97.04,4978.86,169.94,1.77,23.67,1214.36,0.23
R-44777,GRL|Poutine|Mushroom|AAD,GV GRILL DAY,Yellow,False,True,False,957.0960142857142,10.160697908163264,1.400037869897958,138.77,6969.06,201.49,2.14,29.21,1467.17,0.29
R-71891,GRL|Poutine|Nacho|AAD,GV GRILL DAY,Green,False,False,True,719.6907422774692,7.550842618077755,0.9701882963275046,99.28,5106.8,163.57,1.72,22.56,1160.64,0.22
R-72497,GRL|Prima vera JustEgg|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,332.9719430388308,5.420661111722758,0.6641101340919787,55.75,1716.44,175.25,2.85,29.34,903.39,0.35
R-70293,GRL|Prima vera Scramble|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,613.1426745514359,10.10077860872156,1.1877085734677288,104.14,3140.41,314.43,5.18,53.41,1610.47,0.61
R-71963,GRL|Pulled Pork Sandwich|AAD,GATHER,Red,True,False,False,980.6484436552574,11.830760493528548,2.2285091315120513,178.7,5463.69,478.37,5.77,87.17,2665.21,1.09
R-64467,GRL|Salad|Baja|CHICKEN|AAD,GV GRILL DAY,Yellow,False,True,False,1086.7589747133663,14.287021399274895,3.2682244058007095,117.21,5006.59,233.71,3.07,25.21,1076.69,0.7
R-57819,GRL|Salad|Spicy Caesar|AAD,GV GRILL DAY,Yellow,False,True,False,589.743583058636,5.298172092977108,1.4151346236937774,77.52,3545.4,189.93,1.71,24.97,1141.84,0.46
R-45077,GRL|Sand|B.E.L.T.|AAD,GV - GRILL BREAKFAST,Red,True,False,False,1008.867739876194,11.413853905945444,2.6801485641965797,168.66,5122.61,416.89,4.72,69.69,2116.78,1.11
R-71968,GRL|SAND|Bfast bacon & egg|AAD,GV GRILL FEATURE,Red,True,False,False,921.8677007321046,11.04786600659056,2.354477927427254,162.74,4900.05,380.94,4.57,67.25,2024.81,0.97
R-71967,GRL|SAND|Bfast ham & egg|AAD,GV GRILL FEATURE,Red,True,False,False,1062.3912251395575,13.636881921524438,2.293442630427156,198.79,5967.93,426.66,5.48,79.84,2396.76,0.92
R-56456,GRL|Sand|Monte Cristo|AAD,GV - GRILL BREAKFAST,Red,True,False,False,1378.884368609896,22.1167936006351,2.789116009441821,211.89,6447.69,462.71,7.42,71.1,2163.65,0.94
R-50491,GRL|sand|Reuben|AAD,GV GRILL FEATURE,Red,True,False,False,4828.896477717098,39.058828335076285,13.79380727858486,268.67,10397.81,1567.82,12.68,87.23,3375.91,4.48
R-73434,GRL|SAND|Toad in Hole|AAD,GV GRILL FEATURE,Yellow,False,True,False,306.0191154940109,3.659584714073567,0.818660818583725,67.04,2025.27,209.6,2.51,45.92,1387.17,0.56
R-70679,GRL|Sandwich|breakfast BLT|AAD,BRUNCH,Red,True,False,False,1342.6261644944852,16.102142089705886,3.1569883359191055,216.82,6710.3,457.96,5.49,73.96,2288.84,1.08
R-50303,GRL|Sandwich|Cubano|AAD,GV GRILL FEATURE,Red,True,False,False,1699.685340652653,17.7704583898582,2.88465956130682,245.98,8579.32,645.35,6.75,93.4,3257.45,1.1
R-47758,GRL|Sandwich|sausageMuffin|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,357.7081411608418,2.7164254028304193,1.050052356521077,55.95,2180.33,264.97,2.01,41.44,1615.06,0.78
R-56493,GRL|Sandwich|Tuna Melt|AAD,GV GRILL FEATURE,Yellow,False,True,False,719.4476518414017,7.498286706923953,1.420433903318548,158.41,3868.07,322.62,3.36,71.04,1734.56,0.64
R-71888,GRL|Side fries|curly fries|AAD,GV GRILL DAY,Green,False,False,True,169.64865318181816,1.2512554545454546,0.2863564545454533,1.71,85.8,65.25,0.48,0.66,33.0,0.11
R-44770,GRL|Side|Chicken Strips|AAD,GV GRILL DAY,Red,True,False,False,1275.645289129385,30.342042964532997,3.4592232302599863,99.11,327.91,383.65,9.13,29.81,98.62,1.04
R-44773,GRL|side|fries|Beer Bat|AAD,GV GRILL DAY,Green,False,False,True,245.2859605357143,1.4593085331632654,0.758950744897958,1.7,84.53,94.34,0.56,0.65,32.51,0.29
R-61822,GRL|Side|hashbrowns|,GV - GRILL BREAKFAST,Green,False,False,True,113.33551836734696,1.3774795918367346,0.1543877551020408,0.72,21.61,45.33,0.55,0.29,8.64,0.06
R-71886,GRL|Side|onion ring|AAD,GV GRILL DAY,Green,False,False,True,257.6950414285714,1.1378148979591838,1.041603938775507,2.64,172.18,123.89,0.55,1.27,82.78,0.5
R-45233,GRL|Side|Potato Fries,GV GRILL DAY,Green,False,False,True,152.07050053571433,1.4409485331632654,0.305884744897958,1.53,79.33,66.12,0.63,0.67,34.49,0.13
R-44738,GRL|Side|Tomato,GV - GRILL BREAKFAST,Green,False,False,True,83.79667532467532,0.8988624768089052,0.0403402133580705,8.75,509.22,72.72,0.78,7.59,441.93,0.04
R-44774,GRL|Side|Yam Fries|AAD,GV GRILL DAY,Green,False,False,True,351.5044623214286,1.112843405612245,1.266880418367343,3.56,223.36,145.25,0.46,1.47,92.3,0.52
R-70696,GRL|Three Cheese Scramble|AAD,GV - GRILL BREAKFAST,Red,True,False,False,836.9310114561158,12.223270421236926,1.3966393649930138,144.2,5309.14,507.23,7.41,87.39,3217.66,0.85
R-42127,GRL|Veggie Chili Dog|AAD,GV GRILL FEATURE,Yellow,False,True,False,611.5404648271053,4.717081449334811,1.5223066354853172,69.63,3156.92,238.88,1.84,27.2,1233.17,0.59
R-69679,GRL|ZooStick|AAD,GV GRILL DAY,Yellow,False,True,False,244.9529852724473,2.350347761786307,0.5984798938640076,37.4,1286.5,178.47,1.71,27.25,937.34,0.44
R-50363,GZA|Bowl|Acorn Squash|AAD,GV GYAZA,Green,False,False,True,609.3418597235286,2.0698040937201876,0.9890449292433888,231.65,821.33,154.26,0.52,58.65,207.93,0.25
R-50359,GZA|Bowl|BC Tuna ,GV GYAZA,Green,False,False,True,968.9901427796636,8.43768974623699,1.2746436657522922,387.7,2229.77,243.46,2.12,97.41,560.24,0.32
R-49761,GZA|Bowl|Bibimbap Tofu|AAD,GV GYAZA,Green,False,False,True,869.0503296112064,3.6594755543232136,1.0986100948554118,249.22,1548.2,181.05,0.76,51.92,322.54,0.23
R-72103,GZA|Bowl|chilled crab bowl|AAD,GV GYAZA,Yellow,False,True,False,1867.940011302109,6.152044113142413,1.6897264454187002,310.52,4091.13,426.47,1.4,70.89,934.05,0.39
R-68822,GZA|Bowl|Corn togarashi|AAD,GV GYAZA,Green,False,False,True,653.7134534869801,1.9874568103555843,1.2897763516851168,231.99,778.26,188.49,0.57,66.89,224.4,0.37
R-64725,GZA|Bowl|Crispy Cauli temp|AAD,GV GYAZA,Green,False,False,True,729.6780546636338,3.5730417683855635,1.5481546928956682,267.15,2062.17,175.9,0.86,64.4,497.12,0.37
R-50362,GZA|Bowl|Karaage Chicken|AAD,GV GYAZA,Yellow,False,True,False,1144.669746964546,16.607117322275776,2.5081346380865326,281.39,1134.19,239.47,3.47,58.87,237.28,0.52
R-54342,GZA|Bowl|Kitsilano Tofu|AAD,GV GYAZA,Green,False,False,True,792.5949872674487,2.6116894637239554,1.693460067761567,236.46,989.45,182.21,0.6,54.36,227.46,0.39
R-50360,GZA|Bowl|Salmon shiso pnzu|AAD,GV GYAZA,Green,False,False,True,941.2599590018004,7.533212010585594,1.5796305184537744,308.0,1626.72,210.57,1.69,68.9,363.92,0.35
R-65512,GZA|Bowl|SP albacore Tuna|AAD,GV GYAZA,Green,False,False,True,1174.3251858503893,9.281880499090944,2.147534991335029,392.79,2330.4,225.4,1.78,75.39,447.29,0.41
R-50361,GZA|Bowl|Spicy Beef|AAD,GV GYAZA,Red,True,False,False,7567.206163636028,58.35335775933008,22.364643689333523,518.88,11328.88,1915.75,14.77,131.36,2868.07,5.66
R-71000,GZA|Bowl|Spicy Chicken|AAD,GV GYAZA,Yellow,False,True,False,995.0919546866088,14.844501795183822,2.0567761282585377,272.32,910.23,245.7,3.67,67.24,224.75,0.51
R-70668,GZA|Bowl|spicy ginger broccoli,GV GYAZA,Green,False,False,True,791.9673087871615,3.4737723195718826,1.519773108159857,242.87,1405.4,193.25,0.85,59.26,342.93,0.37
R-73366,GZA|Bowl|SpicyWaygu|AAD,GV GYAZA,Green,False,False,True,528.8223566046589,1.817495484454131,0.8306885954162387,235.62,1129.84,130.57,0.45,58.18,278.97,0.21
R-73615,GZA|Bowl|Wakame|AAD,GV GYAZA,Green,False,False,True,607.5352165737464,2.338796256484175,0.9981639123448768,248.62,1882.27,148.18,0.57,60.64,459.09,0.24
R-51249,GZA|Dashi+Dumps|AAD,GV GYAZA,Green,False,False,True,104.05756666666682,0.9805045238095256,0.0721129999999997,24.31,886.5,31.25,0.29,7.3,266.22,0.02
R-68982,GZA|ramen broth|Udon,SPECIALS,Green,False,False,True,29.7478828125,0.2099953125,0.0748260937499999,0.61,12.98,13.22,0.09,0.27,5.77,0.03
R-50508,GZA|Soup|Miso|AAD,GV GYAZA,Green,False,False,True,97.78483104311051,0.3537866162918797,0.2514797368253684,1.09,11.67,20.16,0.07,0.22,2.41,0.05
R-62715,HC|Lemon Olive Oil Salmon|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1067.5580268559168,12.115314231578784,1.622735615495169,380.89,2082.7,266.89,3.03,95.22,520.67,0.41
R-73542,HC|Lemon Olive Oil Tofu|AAD,GV FLEX GLOBAL BOWL,Green,False,False,True,539.1866397825689,2.5602670275119683,1.0805569662576968,152.07,854.14,134.8,0.64,38.02,213.54,0.27
R-73594,HC|Makhani Prawn|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,4461.947697178081,15.938076869141078,2.1072826466990437,341.73,11896.2,989.35,3.53,75.77,2637.74,0.47
R-73535,HC|Paneer&Tofu TikkaMasala|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1757.3922574982523,13.883714671698224,2.5307567279247256,351.07,10708.82,330.34,2.61,65.99,2012.94,0.48
R-68229,HC|Tofu Tikka Masala|AAD,GV FLEX GLOBAL BOWL,Green,False,False,True,1086.498507498252,5.68996467169822,1.9382567279247256,205.5,3168.44,204.23,1.07,38.63,595.57,0.36
R-73261,MED|BOWL|BeefLambGyro|AAD,GV - DELISH,Red,True,False,False,5477.6160179950575,32.11088596520912,17.3649616979196,238.05,3819.2,1278.32,7.49,55.55,891.3,4.05
R-73251,MED|BOWL|FalafelGyro|AAD,GV - DELISH,Yellow,False,True,False,465.4307279184212,3.345126849448183,1.6760786774796994,41.32,1940.56,201.05,1.44,17.85,838.25,0.72
R-73372,MED|BOWL|GrandpaJTofu|AAD,GV - DELISH,Green,False,False,True,683.0325950858751,3.644299071136653,1.7833318962197704,42.49,1723.88,207.92,1.11,12.93,524.77,0.54
R-73254,MED|BOWL|HarissaCauli|AAD,GV - DELISH,Yellow,False,True,False,487.8835924146851,3.1339522224606933,2.2081214218822023,59.73,3392.05,148.52,0.95,18.18,1032.59,0.67
R-73259,MED|BOWL|Lemon Chick Greek|AAD,GV - DELISH,Yellow,False,True,False,933.4186226741105,14.098615349568028,2.4895686244550648,76.71,1753.41,302.57,4.57,24.87,568.37,0.81
R-73301,MED|BOWL|PlantbasedPatty|AAD,GV - DELISH,Green,False,False,True,880.5510895048133,6.230643156387269,0.9992474122053108,185.94,3792.56,200.35,1.42,42.31,862.93,0.23
R-73300,MED|PlantbasedPattyGyro|AAD ,GV - DELISH,Red,True,False,False,5237.040295745997,30.097067313802786,16.95912151838355,106.68,1989.35,1430.89,8.22,29.15,543.54,4.63
R-73264,MED|PorkPineappleStacker|AAD,GV - DELISH,Red,True,False,False,1369.0207185320692,17.578726535140753,3.1061979765344465,252.85,7628.86,497.83,6.39,91.95,2774.13,1.13
R-73679,MED|salad|greek oregano|AAD,GV - DELISH,Yellow,False,True,False,528.8272632216093,2.9836864550287348,1.3992377582472448,33.63,1524.73,235.03,1.33,14.95,677.66,0.62
R-73205,MED|WayguGyro|AAD,GV - DELISH,Green,False,False,True,306.0214931205942,3.0122553435491364,0.6126345806736985,50.83,1827.35,115.48,1.14,19.18,689.57,0.23
R-45419,NDL|Dan Dan Noodle|TMRW|AAD,FT HOMESKILLET,Green,False,False,True,240.01989706453332,2.219170930482306,1.214158097660874,44.01,1355.39,82.77,0.77,15.18,467.38,0.42
R-73425,NDL|Garlic Shio Ramen|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,350.42337436244225,4.151437350547253,0.957568420887843,61.53,1815.28,57.64,0.68,10.12,298.57,0.16
R-65671,NDL|Laksa Eggplant Noodle|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,1118.950565755603,6.087572723016801,1.69068765352643,197.87,2124.3,127.88,0.7,22.61,242.78,0.19
R-43922,NDL|Laksa Tofu Noodle|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,957.0663028211566,3.216063364592911,1.1389435544894126,172.85,1107.4,163.6,0.55,29.55,189.3,0.19
R-72264,NDL|Living Tree Ravioli|AAD,GV - FLEX ASIAN NOODLE,Yellow,False,True,False,707.772575,7.420700000000002,0.00952,146.85,6164.11,224.69,2.36,46.62,1956.86,0.0
R-41308,NDL|Miso Ramen|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,246.33400067004493,1.9402092441984624,0.6540860058470479,27.28,806.41,41.22,0.32,4.56,134.94,0.11
R-44930,NDL|PHO Veg Noodle Soup|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,427.9624608555269,2.413113027649097,0.8272595820778983,112.81,615.54,84.58,0.48,22.29,121.65,0.16
R-73442,NDL|Ramen|ADD egg,GV - FLEX ASIAN NOODLE,Yellow,False,True,False,153.71019903996094,2.4476609592116434,0.2749255344000216,23.58,666.01,307.42,4.9,47.16,1332.02,0.55
R-73656,NDL|SOUP|Spinach Gnocchi|AAD,GV - FLEX ASIAN NOODLE,Yellow,False,True,False,534.9598063601788,4.990697158694998,0.7390529328862805,63.52,3652.31,243.16,2.27,28.87,1660.14,0.34
R-50482,NDL|SOUP|Veg Wonton|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,813.6132933316983,15.874567594182473,2.097934136491606,134.18,507.73,128.13,2.5,21.13,79.96,0.33
R-73447,NDL|Spicy Tan Tan ramen|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,326.4633173180545,4.718356928817963,0.8986856426151687,44.49,1519.76,61.37,0.89,8.36,285.67,0.17
R-73302,NDL|Tan Tan Ramen Sesame|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,336.5413064400254,3.1116709738042836,0.794488981380392,51.24,2024.94,64.23,0.59,9.78,386.44,0.15
R-73444,NDL|Waygu Ravioli|AAD,GV - FLEX BC,Yellow,False,True,False,892.260435115523,7.359851781699348,1.4704618740359372,180.54,10065.69,234.81,1.94,47.51,2648.87,0.39
R-54377,SAND|Avo BLT ,GATHER,Yellow,False,True,False,1358.1999329306996,16.126331779393887,3.1976662391565065,215.35,6660.76,335.52,3.98,53.2,1645.44,0.79
R-61012,SAND|Beef Dip|AAD,GV-SANDWICH,Red,True,False,False,4797.7816263221075,38.55553432407088,14.363857725313098,230.93,8459.03,1859.61,14.94,89.51,3278.69,5.57
R-73648,SAND|BLT ,GATHER,Red,True,False,False,1346.6695305882351,16.074031764705886,3.1850262352941057,215.5,6673.01,364.16,4.35,58.27,1804.49,0.86
R-61739,SAND|chicken Crunch,GV-SANDWICH,Yellow,False,True,False,670.4249622622738,11.824266098996272,2.006850445638539,73.82,1372.47,252.99,4.46,27.86,517.91,0.76
R-68083,SAND|Chicken Salad,GATHER,Yellow,False,True,False,525.7224374658877,8.800219943859181,1.7122113536657793,55.42,978.62,292.07,4.89,30.79,543.68,0.95
R-68078,SAND|Chickpea Salad,GATHER,Green,False,False,True,356.3730859744295,1.0882481858712296,2.318861786364448,3.44,123.56,148.49,0.45,1.43,51.48,0.97
R-61852,SAND|Clubhouse,GATHER,Red,True,False,False,1140.2799831840478,14.865601528029895,2.8784842123254126,149.23,4621.57,477.1,6.22,62.44,1933.71,1.2
R-71946,SAND|Egg Salad,GATHER,Green,False,False,True,287.86866804557667,2.4810440877588844,0.830699181579396,25.62,912.83,113.74,0.98,10.12,360.66,0.33
R-68079,SAND|Falafel,OK - SANDWICH KITCHEN,Yellow,False,True,False,259.83482375476314,1.3936471134363602,1.093839072551034,40.57,2297.21,145.57,0.78,22.73,1286.95,0.61
R-70711,Sand|Pesto Provolone Tom|AAD,GV-SANDWICH,Yellow,False,True,False,593.6091233333335,4.7007133333333355,1.4180136666666634,71.26,3431.64,192.73,1.53,23.14,1114.17,0.46
R-50504,SAND|Philly Cheesesteak,GATHER,Red,True,False,False,4634.275400539312,37.75247876479807,13.801966003074476,253.01,9683.1,1623.21,13.22,88.62,3391.63,4.83
R-71990,SAND|Portobello|AAD,SANDWICHES,Green,False,False,True,228.8483233926207,1.7406985480441743,0.7786097613428202,28.3,930.08,130.77,0.99,16.17,531.47,0.44
R-60982,SAND|Prawn po-boy|AAD,GV GRILL FEATURE,Red,True,False,False,1786.729226232518,6.432979864615975,1.4307881495639083,109.77,4296.7,776.84,2.8,47.73,1868.13,0.62
R-68405,SAND|Pulled Pork Sandwich|AAD,GV-SANDWICH,Red,True,False,False,980.6484436552574,11.830760493528548,2.2285091315120513,178.7,5463.69,478.37,5.77,87.17,2665.21,1.09
R-43885,SAND|Roast Beef Full Build,GV-SANDWICH,Red,True,False,False,6172.726617093887,52.01284069582656,19.04392661089354,600.16,19708.94,1870.52,15.76,181.87,5972.41,5.77
R-47390,SAND|Sand|Meatball Sub|AAD,GV-SANDWICH,Red,True,False,False,6827.298823214288,40.62600530612247,22.43520593367347,181.07,5063.85,1987.57,11.83,52.71,1474.19,6.53
R-56491,SAND|Sandwich|Bahn Mi,GATHER,Yellow,False,True,False,775.7707053811636,16.555269689604803,1.9339101507407075,86.35,1250.69,301.27,6.43,33.53,485.7,0.75
R-56924,SAND|Shrimp remoulade|salad,GV-SANDWICH,Yellow,False,True,False,1110.637807815293,3.952704321907916,0.9046768952291072,61.62,2512.01,622.64,2.22,34.55,1408.27,0.51
R-68075,SAND|Tofu Bahn Mi,GATHER,Green,False,False,True,540.7106545180927,3.1142942110456024,1.493778731061777,50.0,1539.49,183.29,1.06,16.95,521.86,0.51
R-61854,SAND|Turkey Pear & Brie,GATHER,Yellow,False,True,False,1171.2921717078698,12.808895736303237,2.5935500460515413,158.77,6370.68,278.88,3.05,37.8,1516.83,0.62
R-28374,SAND|Vegetable Full Build,GV-SANDWICH,Red,True,False,False,1645.2307796739965,16.282083499083424,5.152673184675424,417.21,12997.75,685.51,6.78,173.84,5415.73,2.15
R-61321,SANDWICH|Grilled Veg,OK - SANDWICH KITCHEN EVENTS,Yellow,False,True,False,450.26695010317457,3.91318741553288,1.0323813437641625,79.96,3252.74,187.61,1.63,33.32,1355.31,0.43
R-68076,SANDWICH|Ham & Cheese,OK - SANDWICH KITCHEN,Yellow,False,True,False,794.1062958376925,7.885167941376636,1.4575094105671391,126.5,5166.24,264.7,2.63,42.17,1722.08,0.49
R-14201,SB|Cereal Hot|Oatmeal,GV - GRAB & GO,Green,False,False,True,72.7957249323796,0.2134818365962386,0.2194909549596883,21.39,773.67,26.47,0.08,7.78,281.33,0.08
R-71919,SB|congee|RATIO|AAD,GATHER,Green,False,False,True,120.70738490632816,1.1756554427836643,0.2913914655910123,23.5,187.86,120.71,1.18,23.5,187.86,0.29
R-71917,SIDE BAR|RATIO|AAD ,FOOD,Green,False,False,True,207.7016995197789,2.359111316464652,0.5591623963351657,20.05,781.1,69.23,0.79,6.68,260.37,0.19
R-72779,SL|Bacalhau cod |AAD,GV SIMPLY LOCAL,Yellow,False,True,False,932.5990676637504,11.525569921947438,0.9652796225507368,228.21,3066.74,242.61,3.0,59.37,797.8,0.25
R-57257,SL|Bacon Pork Loin|AAD|100g,GV SIMPLY LOCAL,Red,True,False,False,1513.5881086081683,19.7810588016273,3.2285596200908695,280.25,8050.01,864.91,11.3,160.14,4600.01,1.84
