Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-27275,FF|Bowl|Black Bean Break|AAD,GV FRESH FARE BREAKFAST,Green,False,False,True,649.949783027662,5.749955843358053,2.810163253522988,67.81,1800.85,159.69,1.41,16.66,442.47,0.69
R-65942,FF|Bowl|chilimiso scramble|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,709.603494878404,9.78018101886028,1.9502524278432245,97.37,2939.98,228.9,3.15,31.41,948.38,0.63
R-32886,FF|Bowl|Curried Chickpea|AAD,SPECIALS,Green,False,False,True,521.5275666795719,1.98676340214428,2.6745816853924667,87.37,593.78,122.71,0.47,20.56,139.71,0.63
R-43738,FF|BOWL|Dobanjiang Noodle|AAD ,OK - VEGETARIAN KITCHEN,Green,False,False,True,358.87328103753987,3.938651172192152,0.9096910008141892,66.57,2295.0,112.5,1.23,20.87,719.44,0.29
R-57179,FF|Bowl|Fajita VEG|AAD,GV FRESH FARE DAY,Green,False,False,True,636.6342061189793,2.7424388686247045,2.3459954556447933,141.46,1079.16,138.4,0.6,30.75,234.6,0.51
R-36666,FF|Bowl|Five Alarm|AAD,GV FRESH FARE DAY,Green,False,False,True,890.5264776533068,7.891987638805351,1.6077005944831402,216.65,2527.85,189.07,1.68,46.0,536.7,0.34
R-36575,FF|Bowl|Gather|AAD,GV FRESH FARE DAY,Green,False,False,True,782.8957268405703,3.9847991137027745,3.1019149729264672,174.12,3251.29,130.48,0.66,29.02,541.88,0.52
R-54039,FF|Bowl|Kale|AAD,GV FRESH FARE DAY,Green,False,False,True,329.87068853391276,3.639343253907395,1.0298195372379872,38.48,1251.55,112.58,1.24,13.13,427.15,0.35
R-55057,FF|Bowl|Mediterranean|AAD,GV FRESH FARE DAY,Yellow,False,True,False,889.7712619407748,6.41772263356339,2.8014723178280203,137.48,3897.48,237.27,1.71,36.66,1039.33,0.75
R-64398,FF|Bowl|OysterMushroom|AAD,SPECIALS,Green,False,False,True,1047.3566548191386,2.384732504261161,0.6123830922413377,165.91,961.88,295.03,0.67,46.74,270.95,0.17
R-65761,FF|Bowl|Poached Egg Zuc.|AAD,GV FRESH FARE DAY,Green,False,False,True,644.3822479026419,4.38205493964171,1.2173085624972344,184.0,1720.02,179.0,1.22,51.11,477.78,0.34
R-50333,FF|Bowl|Roasted squash|AAD,GV FRESH FARE DAY,Green,False,False,True,399.43763000956784,2.7877145420328797,0.8649983584308388,106.77,911.27,106.52,0.74,28.47,243.01,0.23
R-65513,FF|Bowl|Salsa scramble|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,1090.277779202385,11.51796791396782,3.015895000406678,108.01,3316.23,290.74,3.07,28.8,884.33,0.8
R-40621,FF|Bowl|Thai Coconut|AAD,GV FRESH FARE DAY,Green,False,False,True,507.1952387761598,1.5137034976925232,0.4977052778166139,100.27,471.22,150.06,0.45,29.67,139.41,0.15
R-51215,FF|Bowl|White bean breaky|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,887.2013784091454,6.934317869359866,2.0427515036493453,169.38,3246.72,213.78,1.67,40.81,782.34,0.49
R-67295,FF|BowlEggplant miso|AAD,GV FRESH FARE DAY,Green,False,False,True,764.9467934925846,3.403877947321719,1.3786175906565403,276.96,3460.56,171.13,0.76,61.96,774.17,0.31
R-56895,FF|Brussel Sprout Pasta|AAD,GV FRESH FARE DAY,Yellow,False,True,False,625.9339090904048,5.054352423198363,1.217885799302855,84.57,3861.27,207.95,1.68,28.1,1282.81,0.4
R-64698,FF|Burger|lionsmane crunch|AAD,GV FRESH FARE DAY,Green,False,False,True,362.8042356997358,2.5236487063224815,1.359104055849113,47.88,1546.22,120.93,0.84,15.96,515.41,0.45
R-55942,FF|Falafel bowl|AAD,GV FRESH FARE DAY,Green,False,False,True,560.6025300992978,2.703252900131182,1.9040226333890389,79.54,1601.37,199.15,0.96,28.26,568.87,0.68
R-70058,FF|Omelette|3Cheese|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1573.1109771204078,20.086340847183433,2.389151710480114,267.9,11401.72,555.87,7.1,94.66,4028.88,0.84
R-70095,FF|Omelette|Mushroom&Ched|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,967.8239414738564,13.822301192011018,1.7283084992732176,160.67,5805.33,406.65,5.81,67.51,2439.21,0.73
R-71818,FF|Omelette|Pepper&Onion|AAD,ADD ONS,Red,True,False,False,685.4173752562306,11.139002128637344,1.3494806924962233,112.79,3352.09,599.51,9.74,98.65,2931.94,1.18
R-44732,FF|Omelette|Shitake Mozza|AAD,ADD ONS,Red,True,False,False,919.0309832027516,13.478230043799533,1.6535586341086992,154.14,5449.86,659.61,9.67,110.63,3911.48,1.19
R-70057,FF|Omelette|SpinachFeta|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1058.602977120408,14.804340847183433,1.8091517104801145,177.6,6691.51,402.51,5.63,67.53,2544.3,0.69
R-61853,FF|Overnight oats|AppleCin|AAD,GV FRESH FARE BREAKFAST,Green,False,False,True,476.8464998333333,1.6949614999999998,1.2064630833333323,110.35,4061.11,140.25,0.5,32.46,1194.44,0.35
R-61855,FF|Overnight oats|Banana|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,573.0280978494624,1.365257177419355,1.130242817204301,136.24,6703.02,163.72,0.39,38.93,1915.15,0.32
R-72313,FF|Overnight Oats|BlackB|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,642.9626223392584,1.3454204427254772,1.133327919245117,157.06,7567.05,169.2,0.35,41.33,1991.33,0.3
R-66411,FF|Overnight Oats|Blue|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,663.7498757715404,1.4778857488479262,1.172160869152353,157.43,7553.77,170.19,0.38,40.37,1936.86,0.3
R-73481,FF|Overnight Oats|Matcha|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,965.7558756272424,1.0866696774193554,1.5130861505376365,109.24,5907.16,338.86,0.38,38.33,2072.69,0.53
R-69124,FF|Overnight Oats|Straw|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,585.9252570331358,1.3621576876234365,1.131685266183893,140.2,6860.93,160.53,0.37,38.41,1879.71,0.31
R-73482,FF|Overnight Oats|Tiramisu|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,901.3449270833358,2.7246645833333334,1.50419791666667,72.04,3668.11,367.9,1.11,29.4,1497.19,0.61
R-73480,FF|OvernightOats|Pineapple|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,598.2010978494624,1.4427571774193548,1.211092817204301,149.03,6907.46,155.38,0.37,38.71,1794.15,0.31
R-47827,FF|Pasta|Artichoke Penne|AAD,GV FRESH FARE FEATURE,Red,True,False,False,1310.3200702902257,11.37279883311858,2.8038578590237435,219.76,8918.54,383.13,3.33,64.26,2607.76,0.82
R-68821,FF|Pasta|Duxcell Spaghetti|AAD,SPECIALS,Green,False,False,True,392.0429592092156,4.042575606117647,0.8887620135960697,75.67,3023.77,134.22,1.38,25.91,1035.19,0.3
R-58351,FF|Pasta|Harvest Squash|AAD,SPECIALS,Green,False,False,True,498.63169286697047,3.1129568509014716,0.8300288724464222,71.09,3560.05,124.19,0.78,17.71,886.69,0.21
R-71988,FF|Pasta|mush tortellini|AAD,GV - FLEX BC,Yellow,False,True,False,479.5161307976195,4.711676697089953,0.8489598458994639,87.09,3719.91,254.55,2.5,46.23,1974.74,0.45
R-61911,FF|Pasta|Ravioli butternut|AAD,GV - FLEX BC,Yellow,False,True,False,486.4904335970134,4.14922943216926,1.0590251307211376,144.1,7610.48,121.62,1.04,36.02,1902.62,0.26
R-36568,FF|Pasta|Spinach Avocado|AAD,GV FRESH FARE DAY,Green,False,False,True,479.7070490376235,3.812377800775943,1.3064360304071374,81.15,2882.89,153.75,1.22,26.01,924.0,0.42
R-55234,FF|Pasta|Tomato basil|AAD,GV FRESH FARE DAY,Yellow,False,True,False,668.6013326548451,6.698596266927518,1.6585593539793249,158.03,5606.02,145.35,1.46,34.35,1218.7,0.36
R-56509,FF|Quesadilla|Breakfast|AAD,FT BUENO,Red,True,False,False,1648.8285590715616,17.13021538786589,3.026958831011969,238.78,11475.76,483.53,5.02,70.02,3365.33,0.89
R-54608,FF|Ratatoullie|bowl|AAD,GV FRESH FARE FEATURE,Green,False,False,True,554.2382543157246,4.97105652320169,0.9312497301970916,146.97,2826.55,151.85,1.36,40.27,774.4,0.26
R-47096,FF|Risotto|Mushroom|Herbs&chee,GV FRESH FARE FEATURE,Green,False,False,True,474.41159610835285,1.813030888878032,1.1259473595358536,97.08,1003.36,158.14,0.6,32.36,334.45,0.38
R-55151,FF|Risotto|Primavera|AAD,GV FRESH FARE FEATURE,Green,False,False,True,408.01000797173464,2.4962677042873547,1.0104514278524377,105.74,1478.7,141.67,0.87,36.72,513.44,0.35
R-55148,FF|Risotto|Squash|Herbs&cheese,GV FRESH FARE FEATURE,Green,False,False,True,324.31484308482715,2.010241485405455,0.6096093644445125,100.11,1125.36,120.12,0.74,37.08,416.8,0.23
R-36574,FF|Salad|UBC Power|AAD,GV FRESH FARE DAY,Green,False,False,True,534.9433705422983,2.4417934187096253,1.4772194836691204,104.3,3433.16,144.58,0.66,28.19,927.88,0.4
R-50694,FF|Spaghetti Puttanesca|AAD,GV FRESH FARE DAY,Green,False,False,True,434.2610642416139,3.402542490204374,1.2447309805852318,70.32,2731.73,123.55,0.97,20.01,777.16,0.35
R-35461,FF|Tabbouleh Bowl|AAD,GV FRESH FARE DAY,Yellow,False,True,False,654.9851392932894,3.034479808450824,2.160341546275984,193.18,8195.81,177.5,0.82,52.35,2221.09,0.59
R-56719,FF|Toast|Beans On Toast|AAD,GV FRESH FARE DAY,Yellow,False,True,False,222.6424758770028,1.3209855952354923,0.806867329957978,18.48,909.83,203.91,1.21,16.93,833.27,0.74
R-61875,FF|Toast|Bruscetta|AAD,GV FRESH FARE DAY,Yellow,False,True,False,419.97384052427554,3.892219458483977,0.9427530554225796,45.56,1612.56,272.38,2.52,29.55,1045.84,0.61
R-56718,FF|Toast|Farm Veg toast|AAD,GV FRESH FARE DAY,Green,False,False,True,225.1868180346923,1.6496413348602428,0.9170902686710182,16.47,845.18,114.78,0.84,8.4,430.8,0.47
R-61874,FF|Toast|Mushroom toast|AAD,GV FRESH FARE DAY,Green,False,False,True,253.0735244219325,1.8557703376616723,0.8965056588940505,18.81,673.73,149.58,1.1,11.12,398.21,0.53
R-65943,FF|Toast|Shaved fennel|AAD,GV FRESH FARE DAY,Yellow,False,True,False,601.9319520260154,6.523812593786157,1.2700937666495975,74.97,2175.13,325.04,3.52,40.48,1174.56,0.69
R-36669,FF|Toast|Smashed Avocado|AAD,GV FRESH FARE DAY,Green,False,False,True,209.82073070749385,0.6930574998815084,0.5369543987548566,15.26,895.85,97.42,0.32,7.09,415.95,0.25
R-36552,FF|Yaki Soba Miso Noodle|AAD,GV FRESH FARE DAY,Green,False,False,True,476.79746461741746,5.106907484671046,1.6380616795636995,104.5,3312.02,69.81,0.75,15.3,484.92,0.24
R-44885,FLX|Bao Shitake & Kimchi|AAD,GV FLEX BAO,Green,False,False,True,80.88424319940543,1.0510504843364956,0.2418173517743322,6.46,248.52,48.73,0.63,3.89,149.71,0.15
R-73539,FLX|Bao|Bun|Crispy Tofu|AAD,GV FLEX BAO,Green,False,False,True,209.11153961393524,0.7835487253703214,0.5401139899119466,6.0,165.56,160.86,0.6,4.62,127.35,0.42
R-73591,FLX|Bao|Bun|PickleEggplant|AAD,GV FLEX BAO,Green,False,False,True,91.38596961708524,0.7337053666225601,0.2079299427865384,6.64,212.15,73.11,0.59,5.31,169.72,0.17
R-73549,FLX|Bao|Bun|Tamago|AAD,GV FLEX BAO,Yellow,False,True,False,345.87751526639227,4.981960309009091,0.7666603020283578,50.66,1501.12,247.06,3.56,36.19,1072.23,0.55
R-73526,FLX|Bao|Bun|Waygu|AAD,GV FLEX BAO,Green,False,False,True,153.02900527281764,0.4791280087921832,0.3951318200563887,2.71,130.42,107.77,0.34,1.91,91.85,0.28
R-44883,FLX|Bao|Pork Belly|AAD,GV FLEX BAO,Red,True,False,False,944.3837635240858,12.549593304354405,2.0915339815716845,158.88,4824.21,376.25,5.0,63.3,1922.0,0.83
R-40586,FLX|Bao|Thai Chicken|AAD,GV FLEX BAO,Yellow,False,True,False,326.83149351950976,6.89283323044084,0.969585923057199,22.66,138.6,259.39,5.47,17.98,110.0,0.77
R-61932,FLX|Beef Brisket|AAD ,GV - FLEX BC,Red,True,False,False,6729.969012254728,53.62022187747822,19.91213969348907,268.36,10687.13,1895.77,15.1,75.59,3010.46,5.61
R-56775,FLX|Butter chicken|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,2055.2251871113426,20.054183387900096,3.4348692781925507,206.66,5739.1,436.35,4.26,43.88,1218.49,0.73
R-57264,FLX|Butter tofu|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1117.0245408264489,5.780059214876054,1.9378891652892485,211.07,4736.55,239.19,1.24,45.2,1014.25,0.41
R-61924,FLX|cauliflower steak 150g|AAD,GV - FLEX BC,Yellow,False,True,False,524.6043366150266,1.6738676414688198,1.870659567436332,17.19,873.46,262.3,0.84,8.6,436.73,0.94
R-72100,FLX|CheeseTortellinni|AAD,GV - FLEX BC,Yellow,False,True,False,815.6835734489802,6.854654531346512,1.360377935051271,110.49,5120.99,315.7,2.65,42.76,1982.0,0.53
R-56827,FLX|Chickpea Vindaloo|AAD,FT OASIS/CHAAT,Green,False,False,True,436.07004343915344,2.7524910702260703,1.1865419468975458,100.55,1180.89,124.59,0.79,28.73,337.4,0.34
R-61978,FLX|Fish Fritters|160g| AAD,GV - FLEX BC,Red,True,False,False,1513.6523099798833,17.240785622939256,3.478068904241592,405.94,6053.8,504.13,5.74,135.2,2016.25,1.16
R-62369,FLX|Garlic cheesey toast,FOOD,Red,True,False,False,323.9703412014991,2.973984841269841,0.4705606580687805,40.77,1835.19,543.35,4.99,68.38,3077.89,0.79
R-62029,FLX|Greek Chicken Skewer|+2,GV - FLEX BC,Yellow,False,True,False,1213.020480390563,18.750252365598755,2.3792565445058775,112.04,3763.32,249.59,3.86,23.05,774.35,0.49
R-65254,FLX|Laksa|eggplant Tofu|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,866.1743183313606,3.38985756284364,1.0637313591541355,178.12,1297.5,140.84,0.55,28.96,210.98,0.17
R-64446,FLX|Laksa|ling cod|AAD 100g,GV - FLEX ASIAN NOODLE,Green,False,False,True,1233.089699212134,9.755243622380236,1.4045339723197028,337.11,1936.46,207.24,1.64,56.66,325.46,0.24
R-45203,FLX|Laksa|Salmon|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,1299.2657706797722,10.623403150088668,1.51172294012598,356.61,2041.88,218.36,1.79,59.93,343.17,0.25
R-69621,FLX|Palak Paneer|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,1547.6045660601922,14.219353850650572,1.8633342931890111,355.67,11747.28,367.6,3.38,84.48,2790.33,0.44
R-56121,FLX|Pasta Bar|Alfredo,GV FLEX GLOBAL BOWL,Red,True,False,False,1337.802698309894,15.27613777174658,2.3493227418989813,199.22,8737.16,352.05,4.02,52.43,2299.25,0.62
R-61943,FLX|Pasta|Mac + Cheese|AAD,GV - FLEX BC,Red,True,False,False,1443.8294605784574,15.136508435576268,2.044321984502836,254.83,12137.23,314.99,3.3,55.59,2647.88,0.45
R-44766,FLX|Pho Beef Noodle|AAD,GV - FLEX ASIAN NOODLE,Red,True,False,False,8811.425274846992,69.70011077330402,26.609638466079435,458.87,13323.06,2118.13,16.75,110.31,3202.66,6.4
R-52676,FLX|Porchetta|150g|AAD,GV - FLEX BC,Red,True,False,False,2189.1431797894666,23.332405469331707,5.3255622346447495,313.19,9466.98,1094.57,11.67,156.6,4733.49,2.66
R-26808,FLX|Quiche|3 Cheese|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,836.7013012474561,8.481300013062002,1.2183500014643884,119.3,5649.44,390.98,3.96,55.75,2639.93,0.57
R-51258,FLX|Quiche|Denver|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,646.4270742689171,7.177016892789578,1.1884010271479366,93.72,3505.36,336.68,3.74,48.81,1825.71,0.62
R-26809,FLX|Quiche|Ham&Cheese|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,714.3114210431106,7.268389473434738,1.0743847368253578,103.91,4816.9,370.11,3.77,53.84,2495.8,0.56
R-71815,FLX|Quiche|Mediterranean|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,665.7634143917626,6.843595426245211,1.039504164272019,88.45,4016.4,294.59,3.03,39.14,1777.17,0.46
R-57034,FLX|Quiche|Smoked Salmon|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,668.601084943364,7.156168742787843,1.0756933512017457,109.06,2927.14,305.3,3.27,49.8,1336.59,0.49
R-62005,FLX|Quiche|Spinach&Feta|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,653.4394831417626,6.605114176245212,1.0129447892720191,87.12,3968.56,317.2,3.21,42.29,1926.49,0.49
R-45153,FLX|Shoyu Chicken|AAD,GV - FLEX BC,Yellow,False,True,False,1401.5089755662254,24.381674535709863,3.059952800714534,335.21,1282.05,215.62,3.75,51.57,197.24,0.47
R-69236,FLX|Shoyu Salmon|AAD,GV - FLEX BC,Yellow,False,True,False,956.4749570801724,10.805008028429617,1.4854164567252304,328.31,1823.29,239.12,2.7,82.08,455.82,0.37
R-61956,FLX|Shoyu tofu|AAD,GV - FLEX BC,Green,False,False,True,507.6870328341017,2.3370609720760473,1.003811636965343,143.94,838.7,130.18,0.6,36.91,215.05,0.26
R-37051,FLX|Side Naan|AAD,GV FLEX GLOBAL BOWL,Green,False,False,True,162.35874606059576,1.5200095264730342,0.4315737351077958,35.53,1164.14,129.89,1.22,28.42,931.31,0.35
R-61967,FLX|Spicy Soy Salmon 100g|AAD,GV - FLEX BC,Red,True,False,False,755.1572001046824,10.24504005291009,1.1887094431387843,225.21,1253.92,624.1,8.47,186.12,1036.3,0.98
R-62288,FLX|Spicy Soy tofu 150g|AAD,GV - FLEX BC,Green,False,False,True,292.8013536448667,1.2957723677059076,0.6766584782031165,4.32,164.02,158.27,0.7,2.34,88.66,0.37
R-47094,FLX|Stew beef one pot |AAD,GV - FLEX BC,Red,True,False,False,3176.592317714204,25.875122096589063,9.534009755823137,132.73,4967.82,1296.57,10.56,54.18,2027.68,3.89
R-57280,FLX|Tonkotsu Ramen|AAD,GV - FLEX ASIAN NOODLE,Red,True,False,False,2121.195464780211,34.09200999007211,4.799643767127082,340.24,9077.38,330.08,5.31,52.95,1412.55,0.75
R-28396,FLX|Veg Lasagna 275g|AAD,GV - FLEX BC,Yellow,False,True,False,868.347999423281,8.847221698316531,1.346409705801848,139.07,6766.68,286.58,2.92,45.9,2233.23,0.44
R-53835,G&G|Cornbread|Ed,GV - BAKERY,Yellow,False,True,False,294.89247546851004,2.616590482265778,0.4162902338349292,29.6,1218.86,293.46,2.6,29.46,1212.93,0.41
R-45468,GRL|Add|Spinach cooked,GV GRILL DAY,Green,False,False,True,60.88617142857143,0.7155948979591836,0.1729369387755102,7.34,264.73,64.77,0.76,7.81,281.63,0.18
R-70604,GRL|Bacon Cheddar Dog|AAD,SPECIALS,Red,True,False,False,855.2667385300506,8.646641845934116,1.877855415335588,134.65,5406.57,550.01,5.56,86.59,3476.89,1.21
R-71987,GRL|BBQ Chicken Burger|AAD,SPECIALS,Red,True,False,False,1127.6119622970411,24.3071519684861,3.125762339529361,117.66,1851.35,363.75,7.84,37.95,597.21,1.01
R-50312,GRL|Benny |Avocado spinach|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,342.29757366980704,3.196535134090352,0.9541372680243598,39.09,1270.57,197.29,1.84,22.53,732.32,0.55
R-55646,GRL|Benny PulledPork|AAD,GV - GRILL BREAKFAST,Red,True,False,False,1132.512021977566,13.516686094878043,1.753755085219256,170.94,5349.6,462.73,5.52,69.84,2185.79,0.72
R-62002,GRL|Benny|Asparagus|AAD,GV GRILL BRUNCH,Yellow,False,True,False,425.75962669648266,4.624390583625997,0.8096692728635275,59.37,1886.05,340.61,3.7,47.5,1508.84,0.65
R-68109,GRL|Benny|Crispy chicken|AAD,GV - GRILL BREAKFAST,Red,True,False,False,913.3948003841856,12.565839775748252,1.589301813417711,123.64,3624.51,379.0,5.21,51.3,1503.95,0.66
R-68110,GRL|Benny|fennel|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,841.0429018952694,9.272789334796432,1.5868054771292932,119.65,3783.55,305.83,3.37,43.51,1375.84,0.58
R-50515,GRL|Benny|florentine|AAD,GV GRILL FEATURE,Yellow,False,True,False,459.0355394356373,5.288916777066555,0.7801654278361728,71.1,2450.38,341.29,3.93,52.86,1821.84,0.58
R-62012,GRL|Benny|Ham & mustard|AAD,GV GRILL FEATURE,Red,True,False,False,1572.3799561030296,19.227532239416508,2.9086827266290807,256.74,7871.97,470.77,5.76,76.87,2356.88,0.87
R-61998,GRL|Benny|Salmon|AAD,GV GRILL BRUNCH,Yellow,False,True,False,443.0421923739075,5.390846533312432,0.726277691452559,80.35,1880.35,344.78,4.2,62.53,1463.31,0.57
R-56157,GRL|Big Burger|kimchiBacon|AAD,GV GRILL FEATURE,Red,True,False,False,5686.209796389718,48.68397436112112,17.028537565768016,354.31,11910.88,1680.33,14.39,104.7,3519.78,5.03
R-44655,GRL|Big Burger|Lumberjack|AAD,GV GRILL DAY,Red,True,False,False,5268.390765249515,42.82266131968763,16.22094293741511,265.03,9455.63,1469.98,11.95,73.95,2638.3,4.53
R-61824,GRL|BOWL|Asparagus poached egg,GV - GRILL BREAKFAST,Yellow,False,True,False,727.9843581874404,6.647369516229028,1.9889761577568907,115.39,3519.06,224.0,2.05,35.5,1082.79,0.61
R-44024,GRL|Bowl|Gather & Run|AAD,GV - GRILL BREAKFAST,Red,True,False,False,1433.5610889355742,19.87334195278111,3.0160069167666945,252.89,7661.74,656.09,9.1,115.74,3506.52,1.38
R-72498,GRL|BOWL|Huevos Ranch J.E.|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,615.6132883238656,7.286932215033292,1.58650109990707,90.75,3461.7,236.77,2.8,34.9,1331.42,0.61
R-44650,GRL|Bowl|Professors|Breakfast|,GV - GRILL BREAKFAST,Green,False,False,True,780.033704664268,8.695924357111448,1.6982389514099046,82.46,2383.47,163.53,1.82,17.29,499.68,0.36
R-44316,GRL|BOWL|White Bean|AAD,GV - GRILL BREAKFAST,Yellow,False,True,False,1394.2811999768542,14.478968779890486,3.7125400643090214,232.06,6129.09,265.58,2.76,44.2,1167.45,0.71
R-68382,GRL|Brocco fritters|AAD,GV GRILL DAY,Yellow,False,True,False,461.59750458942807,3.2720208375457127,1.6615164905347335,50.83,1729.59,212.47,1.51,23.4,796.13,0.76
R-55424,GRL|Burger|Adobo chicken|AAD,SPECIALS,Yellow,False,True,False,915.3647449427924,19.19281816517554,2.557106959357311,97.16,1501.56,300.81,6.31,31.93,493.45,0.84
R-72157,GRL|Burger|Alumni Cheese|AAD,GV GRILL DAY,Red,True,False,False,5205.3116993335025,41.78120377060215,15.889893129034364,262.45,9841.17,1732.81,13.91,87.37,3276.04,5.29
R-68378,GRL|Burger|Alumni|AAD,GV GRILL DAY,Red,True,False,False,5080.56609683859,40.475003744478144,15.743453126105562,240.62,8714.68,1773.95,14.13,84.02,3042.86,5.5
R-36098,GRL|Burger|Alumni|bacon cheese,GV GRILL DAY,Red,True,False,False,5765.707199333502,49.35080377060215,17.088033129034358,365.64,12933.0,1613.25,13.81,102.31,3618.65,4.78
R-73195,GRL|Burger|BombayTurkey|AAD,GV GRILL DAY,Yellow,False,True,False,733.4511352979055,15.696768964517153,2.126247084846413,82.78,1222.96,252.91,5.41,28.54,421.71,0.73
R-69702,GRL|Burger|Cod|AAD,GV GRILL DAY,Yellow,False,True,False,816.9366610974478,9.064776347881145,1.841707623296879,202.97,2345.58,302.57,3.36,75.17,868.73,0.68
R-53579,GRL|Burger|Jackfruit|AAD,GV GRILL FEATURE,Green,False,False,True,380.4723556000794,2.490200861308333,0.859809392942474,41.13,1259.76,131.2,0.86,14.18,434.4,0.3
R-65248,GRL|Burger|Lions maneBBQ|AAD,GV GRILL DAY,Green,False,False,True,318.821536340121,2.7111494545276407,0.7745200951256221,45.95,1491.6,104.53,0.89,15.07,489.05,0.25
R-69135,GRL|Burger|lions maneGreek|AAD,GV GRILL DAY,Yellow,False,True,False,436.19553195664736,4.389690754292096,0.8373507500697086,79.84,3241.08,161.55,1.63,29.57,1200.4,0.31
R-69629,GRL|burger|Lionsmane Bfalo|AAD,SPECIALS,Green,False,False,True,383.62157103382503,3.9381039513942486,1.1161355478742598,60.01,2332.62,118.77,1.22,18.58,722.17,0.35
R-61830,GRL|Burger|Portobello|AAD,GV GRILL DAY,Yellow,False,True,False,432.9679309125844,4.076713543639497,1.4098248544964385,59.95,2107.79,163.38,1.54,22.62,795.39,0.53
R-44931,GRL|Burger|Salmon|AAD,GV GRILL DAY,Yellow,False,True,False,839.9242977036484,10.181847469508153,1.6771077666881822,230.06,2467.25,349.97,4.24,95.86,1028.02,0.7
R-50118,GRL|Burger|swiss chz|Pork|AAD,GATHER,Red,True,False,False,1529.522452708653,19.3474000640294,3.197289568153649,290.18,9670.56,550.19,6.96,104.38,3478.62,1.15
R-70492,GRL|Burger|Swiss Mushroom|AAD,GV GRILL DAY,Red,True,False,False,5260.6278075835025,42.49337377060215,16.044305004034364,269.78,10105.78,1523.06,12.3,78.11,2925.84,4.65
R-73194,GRL|Burger|TurkeyParm|AAD,GV GRILL DAY,Yellow,False,True,False,1047.0749714870676,18.652371954275576,2.9014131017384273,118.12,3013.14,308.87,5.5,34.84,888.83,0.86
R-61982,GRL|Cauliflower Bites|AAD 160g,GV GRILL DAY,Yellow,False,True,False,310.72220875598316,2.5871081132680356,0.990980724634132,46.16,1518.33,170.49,1.42,25.33,833.1,0.54
R-53420,GRL|Cauliflower Dog|AAD,SPECIALS,Green,False,False,True,240.6792559827246,1.7033934387334058,0.9505859811539388,25.95,869.76,135.98,0.96,14.66,491.39,0.54
R-53471,GRL|Cheese Burger Roll|SP,SPECIALS,Red,True,False,False,6894.377444148119,55.51357373785249,20.790574897954336,331.16,12574.0,1904.52,15.34,91.48,3473.48,5.74
R-44779,GRL|Chick Wings|W/O Gluten|AAD,GV GRILL DAY,Red,True,False,False,1335.590643627706,30.24542840542936,3.4921606507448386,96.73,384.93,403.5,9.14,29.22,116.29,1.06
R-70742,GRL|Chicken Bahn Mi|AAD,GV GRILL FEATURE,Red,True,False,False,880.6210650341691,17.1647797021509,2.4640042232694235,88.0,1229.33,348.76,6.8,34.85,486.86,0.98
R-56137,GRL|Chicken Burger|Buffalo|AAD,SPECIALS,Red,True,False,False,1216.9967853195365,24.725552930986044,3.329754935629355,123.97,2291.07,388.82,7.9,39.61,731.97,1.06
R-55469,GRL|Chicken Burger|Cajun|AAD,GV GRILL FEATURE,Yellow,False,True,False,912.1391207766534,20.32215890177639,2.481625750888855,99.94,1419.74,306.81,6.84,33.62,477.55,0.83
R-28251,GRL|Chicken Burger|Guaco bacon,GV GRILL DAY,Red,True,False,False,1814.3573504402664,33.37936450792136,4.326477613315866,250.83,6374.38,465.22,8.56,64.32,1634.46,1.11
